t,x,y,z
1782661526.200,2.19950,0.01186,0.18297
1782661526.233,2.19950,0.01186,0.18297
1782661526.266,2.21351,0.01292,0.18359
1782661526.300,2.21995,0.01000,0.18570
1782661526.367,2.23538,0.00826,0.18377
1782661526.400,2.24101,0.01202,0.18391
1782661526.433,2.24910,0.01042,0.18557
1782661526.500,2.25795,0.02073,0.18550
1782661526.533,2.26229,0.02697,0.18847
1782661526.567,2.26680,0.03588,0.18698
1782661526.600,2.27215,0.03924,0.18926
1782661526.633,2.27658,0.05045,0.18888
1782661526.667,2.28574,0.04955,0.18291
1782661526.700,2.29350,0.05459,0.18453
1782661526.733,2.29901,0.05026,0.19004
1782661526.767,2.30256,0.04763,0.18659
1782661526.800,2.30799,0.05440,0.18695
1782661526.833,2.31276,0.05565,0.19117
1782661526.867,2.31742,0.05809,0.19144
1782661526.900,2.32439,0.05189,0.19516
1782661526.934,2.32969,0.04888,0.19728
1782661526.967,2.33521,0.04790,0.19453
1782661527.000,2.34038,0.05340,0.19257
1782661527.034,2.34558,0.05474,0.19434
1782661527.067,2.35151,0.05451,0.19379
1782661527.167,2.36841,0.05010,0.19814
1782661527.200,2.36841,0.05010,0.19814
1782661527.234,2.38160,0.04683,0.19917
1782661527.267,2.38160,0.04683,0.19917
1782661527.334,2.39424,0.05609,0.20111
1782661527.367,2.39508,0.06172,0.20313
1782661527.401,2.40376,0.05667,0.19551
1782661527.434,2.41145,0.05595,0.19632
1782661527.467,2.41389,0.04815,0.19646
1782661527.534,2.41887,0.06222,0.20035
1782661527.567,2.42586,0.06219,0.19578
1782661527.601,2.45720,0.01156,0.18270
1782661527.634,2.45788,0.01277,0.17919
1782661527.667,2.45500,0.02816,0.17758
1782661527.701,2.45902,0.03293,0.17901
1782661527.734,2.46890,0.02440,0.17348
1782661527.767,2.47278,0.01390,0.17960
1782661527.834,2.47607,0.01172,0.18489
1782661527.868,2.47705,0.01588,0.17910
1782661527.934,2.47825,0.02137,0.17948
1782661527.968,2.47900,0.02120,0.18236
1782661528.001,2.47988,0.02086,0.18084
1782661528.034,2.48121,0.02078,0.18104
1782661528.101,2.48147,0.02251,0.17995
1782661528.134,2.48095,0.02255,0.18167
1782661528.168,2.48102,0.02281,0.18211
1782661528.201,2.48102,0.02281,0.18211
1782661528.234,2.48060,0.02408,0.18280
1782661528.268,2.48060,0.02408,0.18280
1782661528.301,2.48060,0.02408,0.18280
1782661528.335,2.48060,0.02408,0.18280
1782661528.368,2.48060,0.02408,0.18280
1782661528.401,2.48060,0.02408,0.18280
1782661528.435,2.48060,0.02408,0.18280
1782661528.501,2.48060,0.02408,0.18280
1782661528.535,2.48156,0.02415,0.18244
1782661528.568,2.48156,0.02415,0.18244
1782661528.601,2.48269,0.02414,0.18304
1782661528.635,2.48319,0.02632,0.18267
1782661528.668,2.48356,0.02964,0.18218
1782661528.735,2.48657,0.03384,0.18169
1782661528.768,2.48753,0.03833,0.18219
1782661528.802,2.48891,0.04041,0.18203
1782661528.835,2.49107,0.04232,0.18133
1782661528.868,2.49107,0.04232,0.18133
1782661528.935,2.50151,0.04482,0.17696
1782661528.968,2.50308,0.04422,0.18540
1782661529.035,2.50213,0.04775,0.19185
1782661529.068,2.50259,0.05244,0.18513
1782661529.102,2.50602,0.05283,0.18387
1782661529.168,2.50699,0.05779,0.18227
1782661529.202,2.50705,0.06070,0.18660
1782661529.269,2.51350,0.06885,0.15967
1782661529.302,2.51414,0.07172,0.16420
1782661529.335,2.51526,0.07476,0.15765
1782661529.369,2.51904,0.07558,0.15691
1782661529.435,2.52125,0.07738,0.16965
1782661529.469,2.52609,0.07756,0.16014
1782661529.502,2.52391,0.08344,0.16098
1782661529.535,2.52691,0.08542,0.16156
1782661529.569,2.52734,0.08814,0.16305
1782661529.602,2.52719,0.09249,0.16613
1782661529.635,2.52895,0.09545,0.16509
1782661529.669,2.53158,0.09573,0.15827
1782661529.802,2.53695,0.10554,0.16271
1782661529.836,2.53601,0.10409,0.17924
1782661529.869,2.54090,0.10744,0.16385
1782661529.902,2.53912,0.10937,0.17526
1782661529.936,2.54310,0.11015,0.16944
1782661529.969,2.55431,0.09835,0.15796
1782661530.002,2.55458,0.09696,0.16486
1782661530.036,2.55253,0.10437,0.16183
1782661530.069,2.55183,0.10507,0.17264
1782661530.102,2.55327,0.10731,0.16745
1782661530.136,2.55445,0.11036,0.16595
1782661530.169,2.55587,0.11137,0.15573
1782661530.236,2.55625,0.11063,0.16320
1782661530.269,2.55614,0.11228,0.15984
1782661530.303,2.55770,0.11014,0.16676
1782661530.336,2.56056,0.10971,0.16843
1782661530.369,2.56321,0.11489,0.16274
1782661530.403,2.56838,0.10950,0.17235
1782661530.436,2.56790,0.11946,0.15907
1782661530.469,2.57124,0.12007,0.16293
1782661530.503,2.57405,0.11697,0.17489
1782661530.536,2.57771,0.11560,0.17811
1782661530.569,2.57974,0.11886,0.17858
1782661530.603,2.58337,0.11739,0.17934
1782661530.670,2.58759,0.12157,0.18172
1782661530.703,2.58766,0.12751,0.17123
1782661530.736,2.59065,0.12346,0.18860
1782661530.803,2.59093,0.13422,0.18894
1782661530.836,2.59573,0.13599,0.17088
1782661530.870,2.59663,0.13618,0.17274
1782661530.903,2.59861,0.14135,0.17456
1782661530.936,2.60154,0.14216,0.17806
1782661530.970,2.60238,0.14852,0.17053
1782661531.003,2.60754,0.15008,0.15511
1782661531.036,2.60674,0.15650,0.16086
1782661531.070,2.61313,0.15452,0.16702
1782661531.103,2.61244,0.15807,0.16875
1782661531.136,2.61697,0.15934,0.16553
1782661531.170,2.62277,0.16250,0.16544
1782661531.270,2.63627,0.16329,0.17827
1782661531.337,2.64600,0.16570,0.17517
1782661531.370,2.65012,0.16847,0.17448
1782661531.437,2.65699,0.17293,0.17915
1782661531.470,2.65885,0.17716,0.18024
1782661531.503,2.66240,0.17720,0.18297
1782661531.537,2.66451,0.18196,0.17692
1782661531.570,2.66615,0.18673,0.18082
1782661531.603,2.66824,0.19240,0.19035
1782661531.637,2.67320,0.19150,0.18150
1782661531.670,2.67493,0.19503,0.18493
1782661531.704,2.67958,0.19537,0.18398
1782661531.737,2.68258,0.19696,0.18309
1782661531.770,2.68519,0.20024,0.18141
1782661531.804,2.68898,0.20341,0.18038
1782661531.837,2.69348,0.20236,0.18126
1782661531.870,2.69318,0.20378,0.18820
1782661531.904,2.69843,0.20950,0.18629
1782661531.937,2.69975,0.21203,0.18591
1782661532.004,2.69975,0.21203,0.18591
1782661532.104,2.69975,0.21203,0.18591
1782661532.137,2.70287,0.21356,0.18583
1782661532.171,2.70299,0.21362,0.18526
1782661532.204,2.70299,0.21362,0.18526
1782661532.271,2.70036,0.21253,0.18635
1782661532.337,2.70036,0.21253,0.18635
1782661532.371,2.70036,0.21253,0.18635
1782661532.404,2.70036,0.21253,0.18635
1782661532.437,2.70036,0.21253,0.18635
1782661532.471,2.70036,0.21253,0.18635
1782661532.504,2.70036,0.21253,0.18635
1782661532.537,2.70036,0.21253,0.18635
1782661532.571,2.70036,0.21253,0.18635
1782661532.604,2.70036,0.21253,0.18635
1782661532.638,2.70036,0.21253,0.18635
1782661532.704,2.70036,0.21253,0.18635
1782661532.738,2.70036,0.21253,0.18635
1782661532.771,2.70036,0.21253,0.18635
1782661532.804,2.70036,0.21253,0.18635
1782661532.838,2.70036,0.21253,0.18635
1782661532.871,2.70036,0.21253,0.18635
1782661532.904,2.70036,0.21253,0.18635
1782661532.938,2.70036,0.21253,0.18635
1782661532.971,2.70036,0.21253,0.18635
1782661533.004,2.70036,0.21253,0.18635
1782661533.038,2.70036,0.21253,0.18635
1782661533.105,2.70036,0.21253,0.18635
1782661533.138,2.70036,0.21253,0.18635
1782661533.171,2.70036,0.21253,0.18635
1782661533.205,2.70036,0.21253,0.18635
1782661533.238,2.70036,0.21253,0.18635
1782661533.271,2.70036,0.21253,0.18635
1782661533.305,2.70036,0.21253,0.18635
1782661533.405,2.70036,0.21253,0.18635
1782661533.438,2.70036,0.21253,0.18635
1782661533.471,2.70036,0.21253,0.18635
1782661533.505,2.70036,0.21253,0.18635
1782661533.538,2.70036,0.21253,0.18635
1782661533.572,2.70036,0.21253,0.18635
1782661533.605,2.70036,0.21253,0.18635
1782661533.638,2.70036,0.21253,0.18635
1782661533.672,2.70036,0.21253,0.18635
1782661533.705,2.70036,0.21253,0.18635
1782661533.738,2.70036,0.21253,0.18635
1782661533.772,2.70036,0.21253,0.18635
1782661533.805,2.70036,0.21253,0.18635
1782661533.838,2.70036,0.21253,0.18635
1782661533.872,2.70036,0.21253,0.18635
1782661533.905,2.70036,0.21253,0.18635
1782661533.972,2.70036,0.21253,0.18635
1782661534.005,2.70036,0.21253,0.18635
1782661534.039,2.70036,0.21253,0.18635
1782661534.072,2.70036,0.21253,0.18635
1782661534.105,2.70036,0.21253,0.18635
1782661534.139,2.70036,0.21253,0.18635
1782661534.172,2.70036,0.21253,0.18635
1782661534.205,2.70036,0.21253,0.18635
1782661534.239,2.70036,0.21253,0.18635
1782661534.272,2.70036,0.21253,0.18635
1782661534.372,2.70036,0.21253,0.18635
1782661534.405,2.70036,0.21253,0.18635
1782661534.439,2.70036,0.21253,0.18635
1782661534.472,2.70036,0.21253,0.18635
1782661534.506,2.70036,0.21253,0.18635
1782661534.539,2.70036,0.21253,0.18635
1782661534.572,2.70036,0.21253,0.18635
1782661534.606,2.70036,0.21253,0.18635
1782661534.639,2.70036,0.21253,0.18635
1782661534.672,2.70036,0.21253,0.18635
1782661534.706,2.70036,0.21253,0.18635
1782661534.739,2.70036,0.21253,0.18635
1782661534.772,2.70036,0.21253,0.18635
1782661534.806,2.70036,0.21253,0.18635
1782661534.839,2.70036,0.21253,0.18635
1782661534.939,2.70036,0.21253,0.18635
1782661534.973,2.70036,0.21253,0.18635
1782661535.006,2.70036,0.21253,0.18635
1782661535.039,2.70036,0.21253,0.18635
1782661535.073,2.70036,0.21253,0.18635
1782661535.139,2.70036,0.21253,0.18635
1782661535.173,2.70163,0.21466,0.18955
1782661535.206,2.70163,0.21466,0.18955
1782661535.240,2.70163,0.21466,0.18955
1782661535.273,2.70163,0.21466,0.18955
1782661535.306,2.70163,0.21466,0.18955
1782661535.340,2.70163,0.21466,0.18955
1782661535.440,2.70163,0.21466,0.18955
1782661535.474,2.70163,0.21466,0.18955
1782661535.507,2.70163,0.21466,0.18955
1782661535.540,2.70113,0.21416,0.18971
1782661535.607,2.70113,0.21416,0.18971
1782661535.641,2.70113,0.21416,0.18971
1782661535.674,2.70113,0.21416,0.18971
1782661535.708,2.70113,0.21416,0.18971
1782661535.741,2.70113,0.21416,0.18971
1782661535.775,2.70113,0.21416,0.18971
1782661535.808,2.70113,0.21416,0.18971
1782661535.841,2.70113,0.21416,0.18971
1782661535.875,2.70113,0.21416,0.18971
1782661535.908,2.70113,0.21416,0.18971
1782661535.942,2.70113,0.21416,0.18971
1782661535.975,2.70113,0.21416,0.18971
1782661536.009,2.70113,0.21416,0.18971
1782661536.042,2.70113,0.21416,0.18971
1782661536.109,2.70113,0.21416,0.18971
1782661536.142,2.70113,0.21416,0.18971
1782661536.176,2.70113,0.21416,0.18971
1782661536.243,2.70113,0.21416,0.18971
1782661536.276,2.70113,0.21416,0.18971
1782661536.309,2.70113,0.21416,0.18971
1782661536.343,2.70113,0.21416,0.18971
1782661536.376,2.70113,0.21416,0.18971
1782661536.409,2.70113,0.21416,0.18971
1782661536.443,2.70113,0.21416,0.18971
1782661536.476,2.70113,0.21416,0.18971
1782661536.509,2.70113,0.21416,0.18971
1782661536.543,2.70113,0.21416,0.18971
1782661536.576,2.70113,0.21416,0.18971
1782661536.609,2.70113,0.21416,0.18971
1782661536.643,2.70113,0.21416,0.18971
1782661536.676,2.70113,0.21416,0.18971
1782661536.709,2.70113,0.21416,0.18971
1782661536.743,2.70113,0.21416,0.18971
1782661536.776,2.70113,0.21416,0.18971
1782661536.809,2.70113,0.21416,0.18971
1782661536.876,2.70113,0.21416,0.18971
1782661536.910,2.70113,0.21416,0.18971
1782661536.943,2.70113,0.21416,0.18971
1782661536.976,2.70113,0.21416,0.18971
1782661537.010,2.70113,0.21416,0.18971
1782661537.043,2.70113,0.21416,0.18971
1782661537.076,2.70113,0.21416,0.18971
1782661537.110,2.70113,0.21416,0.18971
1782661537.143,2.70113,0.21416,0.18971
1782661537.176,2.70113,0.21416,0.18971
1782661537.210,2.70113,0.21416,0.18971
1782661537.243,2.70113,0.21416,0.18971
1782661537.276,2.70113,0.21416,0.18971
1782661537.310,2.70113,0.21416,0.18971
1782661537.343,2.70113,0.21416,0.18971
1782661537.376,2.70113,0.21416,0.18971
1782661537.410,2.70113,0.21416,0.18971
1782661537.443,2.70113,0.21416,0.18971
1782661537.476,2.70113,0.21416,0.18971
1782661537.510,2.70113,0.21416,0.18971
1782661537.576,2.70113,0.21416,0.18971
1782661537.610,2.70113,0.21416,0.18971
1782661537.643,2.70113,0.21416,0.18971
1782661537.677,2.70113,0.21416,0.18971
1782661537.710,2.70113,0.21416,0.18971
1782661537.743,2.70113,0.21416,0.18971
1782661537.777,2.70113,0.21416,0.18971
1782661537.810,2.70113,0.21416,0.18971
1782661537.843,2.70113,0.21416,0.18971
1782661537.877,2.70113,0.21416,0.18971
1782661537.910,2.70113,0.21416,0.18971
1782661537.943,2.70113,0.21416,0.18971
1782661537.977,2.70113,0.21416,0.18971
1782661538.010,2.70113,0.21416,0.18971
1782661538.077,2.70113,0.21416,0.18971
1782661538.110,2.70113,0.21416,0.18971
1782661538.143,2.70113,0.21416,0.18971
1782661538.177,2.70113,0.21416,0.18971
1782661538.210,2.70113,0.21416,0.18971
1782661538.243,2.70113,0.21416,0.18971
1782661538.277,2.70113,0.21416,0.18971
1782661538.310,2.70113,0.21416,0.18971
1782661538.343,2.70113,0.21416,0.18971
1782661538.477,2.70113,0.21416,0.18971
1782661538.510,2.70113,0.21416,0.18971
1782661538.577,2.70113,0.21416,0.18971
1782661538.610,2.70113,0.21416,0.18971
1782661538.644,2.70113,0.21416,0.18971
1782661538.677,2.70113,0.21416,0.18971
1782661538.710,2.70113,0.21416,0.18971
1782661538.744,2.70113,0.21416,0.18971
1782661538.777,2.70113,0.21416,0.18971
1782661538.810,2.70113,0.21416,0.18971
1782661538.844,2.70113,0.21416,0.18971
1782661538.877,2.70113,0.21416,0.18971
1782661538.910,2.70113,0.21416,0.18971
1782661538.944,2.70113,0.21416,0.18971
1782661538.977,2.70113,0.21416,0.18971
1782661539.010,2.70113,0.21416,0.18971
1782661539.044,2.70113,0.21416,0.18971
1782661539.077,2.70113,0.21416,0.18971
1782661539.110,2.70113,0.21416,0.18971
1782661539.144,2.70113,0.21416,0.18971
1782661539.177,2.70113,0.21416,0.18971
1782661539.211,2.70113,0.21416,0.18971
1782661539.244,2.70113,0.21416,0.18971
1782661539.277,2.70113,0.21416,0.18971
1782661539.311,2.70113,0.21416,0.18971
1782661539.377,2.70113,0.21416,0.18971
1782661539.411,2.70113,0.21416,0.18971
1782661539.444,2.70113,0.21416,0.18971
1782661539.477,2.70113,0.21416,0.18971
1782661539.511,2.70113,0.21416,0.18971
1782661539.544,2.70113,0.21416,0.18971
1782661539.577,2.70113,0.21416,0.18971
1782661539.611,2.70113,0.21416,0.18971
1782661539.644,2.70113,0.21416,0.18971
1782661539.677,2.70113,0.21416,0.18971
1782661539.711,2.70113,0.21416,0.18971
1782661539.744,2.70113,0.21416,0.18971
1782661539.777,2.70113,0.21416,0.18971
1782661539.844,2.70113,0.21416,0.18971
1782661539.877,2.70113,0.21416,0.18971
1782661539.911,2.70113,0.21416,0.18971
1782661539.944,2.70113,0.21416,0.18971
1782661539.978,2.70113,0.21416,0.18971
1782661540.011,2.70113,0.21416,0.18971
1782661540.044,2.70113,0.21416,0.18971
1782661540.078,2.70113,0.21416,0.18971
1782661540.111,2.70113,0.21416,0.18971
1782661540.144,2.70113,0.21416,0.18971
1782661540.178,2.70113,0.21416,0.18971
1782661540.211,2.70113,0.21416,0.18971
1782661540.244,2.70113,0.21416,0.18971
1782661540.311,2.70113,0.21416,0.18971
1782661540.344,2.70113,0.21416,0.18971
1782661540.378,2.70113,0.21416,0.18971
1782661540.411,2.70113,0.21416,0.18971
1782661540.478,2.70113,0.21416,0.18971
1782661540.511,2.70113,0.21416,0.18971
1782661540.544,2.70113,0.21416,0.18971
1782661540.578,2.70113,0.21416,0.18971
1782661540.611,2.70113,0.21416,0.18971
1782661540.678,2.70113,0.21416,0.18971
1782661540.745,2.70113,0.21416,0.18971
1782661540.778,2.70113,0.21416,0.18971
1782661540.811,2.70113,0.21416,0.18971
1782661540.845,2.70113,0.21416,0.18971
1782661540.878,2.70113,0.21416,0.18971
1782661540.911,2.70113,0.21416,0.18971
1782661540.945,2.70113,0.21416,0.18971
1782661540.978,2.70113,0.21416,0.18971
1782661541.011,2.70113,0.21416,0.18971
1782661541.111,2.70113,0.21416,0.18971
1782661541.145,2.70113,0.21416,0.18971
1782661541.178,2.70113,0.21416,0.18971
1782661541.211,2.70113,0.21416,0.18971
1782661541.278,2.70113,0.21416,0.18971
1782661541.311,2.70113,0.21416,0.18971
1782661541.345,2.70113,0.21416,0.18971
1782661541.445,2.70113,0.21416,0.18971
1782661541.478,2.70113,0.21416,0.18971
1782661541.545,2.70113,0.21416,0.18971
1782661541.578,2.70113,0.21416,0.18971
1782661541.612,2.70113,0.21416,0.18971
1782661541.645,2.70113,0.21416,0.18971
1782661541.678,2.70113,0.21416,0.18971
1782661541.712,2.70113,0.21416,0.18971
1782661541.745,2.70113,0.21416,0.18971
1782661541.778,2.70113,0.21416,0.18971
1782661541.812,2.70113,0.21416,0.18971
1782661541.845,2.70113,0.21416,0.18971
1782661541.878,2.70113,0.21416,0.18971
1782661541.912,2.70113,0.21416,0.18971
1782661541.945,2.70113,0.21416,0.18971
1782661541.978,2.70113,0.21416,0.18971
1782661542.012,2.70113,0.21416,0.18971
1782661542.045,2.70113,0.21416,0.18971
1782661542.078,2.70113,0.21416,0.18971
1782661542.112,2.70113,0.21416,0.18971
1782661542.178,2.70113,0.21416,0.18971
1782661542.212,2.70113,0.21416,0.18971
1782661542.245,2.70113,0.21416,0.18971
1782661542.312,2.70113,0.21416,0.18971
1782661542.346,2.70113,0.21416,0.18971
1782661542.379,2.70113,0.21416,0.18971
1782661542.412,2.70113,0.21416,0.18971
1782661542.446,2.70113,0.21416,0.18971
1782661542.580,2.70113,0.21416,0.18971
1782661542.613,2.70113,0.21416,0.18971
1782661542.646,2.70113,0.21416,0.18971
1782661542.680,2.70113,0.21416,0.18971
1782661542.713,2.70113,0.21416,0.18971
1782661542.747,2.70113,0.21416,0.18971
1782661542.780,2.70113,0.21416,0.18971
1782661542.814,2.70113,0.21416,0.18971
1782661542.847,2.70113,0.21416,0.18971
1782661542.880,2.70113,0.21416,0.18971
1782661542.947,2.70113,0.21416,0.18971
1782661542.981,2.70113,0.21416,0.18971
1782661543.014,2.70113,0.21416,0.18971
1782661543.048,2.70113,0.21416,0.18971
1782661543.081,2.70113,0.21416,0.18971
1782661543.148,2.70113,0.21416,0.18971
1782661543.181,2.70113,0.21416,0.18971
1782661543.215,2.70113,0.21416,0.18971
1782661543.281,2.70113,0.21416,0.18971
1782661543.348,2.70113,0.21416,0.18971
1782661543.415,2.70113,0.21416,0.18971
1782661543.448,2.70113,0.21416,0.18971
1782661543.481,2.70113,0.21416,0.18971
1782661543.515,2.70113,0.21416,0.18971
1782661543.548,2.70113,0.21416,0.18971
1782661543.648,2.70113,0.21416,0.18971
1782661543.682,2.70113,0.21416,0.18971
1782661543.782,2.70113,0.21416,0.18971
1782661543.815,2.70113,0.21416,0.18971
1782661543.848,2.70113,0.21416,0.18971
1782661543.882,2.70113,0.21416,0.18971
1782661543.915,2.70113,0.21416,0.18971
1782661543.948,2.70113,0.21416,0.18971
1782661543.982,2.70113,0.21416,0.18971
1782661544.015,2.70113,0.21416,0.18971
1782661544.082,2.70113,0.21416,0.18971
1782661544.115,2.70113,0.21416,0.18971
1782661544.148,2.70113,0.21416,0.18971
1782661544.182,2.70113,0.21416,0.18971
1782661544.215,2.70113,0.21416,0.18971
1782661544.248,2.70113,0.21416,0.18971
1782661544.315,2.70113,0.21416,0.18971
1782661544.382,2.70113,0.21416,0.18971
1782661544.415,2.70113,0.21416,0.18971
1782661544.448,2.70113,0.21416,0.18971
1782661544.482,2.70113,0.21416,0.18971
1782661544.515,2.70113,0.21416,0.18971
1782661544.548,2.70113,0.21416,0.18971
1782661544.582,2.70113,0.21416,0.18971
1782661544.615,2.70113,0.21416,0.18971
1782661544.648,2.70113,0.21416,0.18971
1782661544.682,2.70113,0.21416,0.18971
1782661544.748,2.70113,0.21416,0.18971
1782661544.782,2.70113,0.21416,0.18971
1782661544.848,2.70113,0.21416,0.18971
1782661544.882,2.70113,0.21416,0.18971
1782661544.915,2.70113,0.21416,0.18971
1782661544.948,2.70113,0.21416,0.18971
1782661545.015,2.70113,0.21416,0.18971
1782661545.048,2.70113,0.21416,0.18971
1782661545.082,2.70113,0.21416,0.18971
1782661545.115,2.70113,0.21416,0.18971
1782661545.148,2.70113,0.21416,0.18971
1782661545.182,2.70113,0.21416,0.18971
1782661545.215,2.70113,0.21416,0.18971
1782661545.248,2.70113,0.21416,0.18971
1782661545.282,2.70113,0.21416,0.18971
1782661545.315,2.70113,0.21416,0.18971
1782661545.348,2.70113,0.21416,0.18971
1782661545.382,2.70113,0.21416,0.18971
1782661545.448,2.70113,0.21416,0.18971
1782661545.482,2.70113,0.21416,0.18971
1782661545.515,2.70113,0.21416,0.18971
1782661545.548,2.70113,0.21416,0.18971
1782661545.615,2.70113,0.21416,0.18971
1782661545.649,2.70113,0.21416,0.18971
1782661545.715,2.70113,0.21416,0.18971
1782661545.749,2.70113,0.21416,0.18971
1782661545.782,2.70113,0.21416,0.18971
1782661545.815,2.70113,0.21416,0.18971
1782661545.849,2.70113,0.21416,0.18971
1782661545.882,2.70113,0.21416,0.18971
1782661545.915,2.70113,0.21416,0.18971
1782661545.949,2.70113,0.21416,0.18971
1782661545.982,2.70113,0.21416,0.18971
1782661546.015,2.70113,0.21416,0.18971
1782661546.082,2.70113,0.21416,0.18971
1782661546.115,2.70113,0.21416,0.18971
1782661546.149,2.70113,0.21416,0.18971
1782661546.182,2.70113,0.21416,0.18971
1782661546.215,2.70113,0.21416,0.18971
1782661546.249,2.70113,0.21416,0.18971
1782661546.282,2.70113,0.21416,0.18971
1782661546.349,2.70113,0.21416,0.18971
1782661546.382,2.70113,0.21416,0.18971
1782661546.415,2.70113,0.21416,0.18971
1782661546.449,2.70113,0.21416,0.18971
1782661546.482,2.70125,0.21494,0.18916
1782661546.515,2.70125,0.21494,0.18916
1782661546.549,2.70107,0.21490,0.18893
1782661546.582,2.70107,0.21490,0.18893
1782661546.615,2.70107,0.21490,0.18893
1782661546.649,2.70148,0.21483,0.18901
1782661546.682,2.70148,0.21483,0.18901
1782661546.715,2.70141,0.21487,0.18907
1782661546.782,2.70154,0.21503,0.18920
1782661546.849,2.70154,0.21503,0.18920
1782661546.882,2.70154,0.21503,0.18920
1782661546.949,2.70154,0.21503,0.18920
1782661547.015,2.70154,0.21503,0.18920
1782661547.049,2.70154,0.21503,0.18920
1782661547.082,2.70154,0.21503,0.18920
1782661547.115,2.70154,0.21503,0.18920
1782661547.149,2.70154,0.21503,0.18920
1782661547.182,2.70154,0.21503,0.18920
1782661547.215,2.70154,0.21503,0.18920
1782661547.249,2.70154,0.21503,0.18920
1782661547.282,2.70154,0.21503,0.18920
1782661547.316,2.70154,0.21503,0.18920
1782661547.349,2.70154,0.21503,0.18920
1782661547.383,2.70154,0.21503,0.18920
1782661547.416,2.70154,0.21503,0.18920
1782661547.449,2.70154,0.21503,0.18920
1782661547.483,2.70154,0.21503,0.18920
1782661547.516,2.70154,0.21503,0.18920
1782661547.550,2.70154,0.21503,0.18920
1782661547.583,2.70154,0.21503,0.18920
1782661547.617,2.70154,0.21503,0.18920
1782661547.650,2.70154,0.21503,0.18920
1782661547.683,2.70154,0.21503,0.18920
1782661547.717,2.70154,0.21503,0.18920
1782661547.784,2.70154,0.21503,0.18920
1782661547.817,2.70154,0.21503,0.18920
1782661547.850,2.70154,0.21503,0.18920
1782661547.884,2.70154,0.21503,0.18920
1782661547.917,2.70154,0.21503,0.18920
1782661547.951,2.70154,0.21503,0.18920
1782661547.984,2.70210,0.21512,0.18821
1782661548.018,2.70210,0.21512,0.18821
1782661548.051,2.70210,0.21512,0.18821
1782661548.084,2.70210,0.21512,0.18821
1782661548.151,2.70210,0.21512,0.18821
1782661548.185,2.70210,0.21512,0.18821
1782661548.218,2.70210,0.21512,0.18821
1782661548.251,2.70210,0.21512,0.18821
1782661548.285,2.70210,0.21512,0.18821
1782661548.318,2.70210,0.21512,0.18821
1782661548.351,2.70210,0.21512,0.18821
1782661548.385,2.70210,0.21512,0.18821
1782661548.451,2.70210,0.21512,0.18821
1782661548.485,2.70210,0.21512,0.18821
1782661548.518,2.70272,0.21550,0.18798
1782661548.551,2.70272,0.21550,0.18798
1782661548.685,2.70272,0.21550,0.18798
1782661548.718,2.70272,0.21550,0.18798
1782661548.751,2.70272,0.21550,0.18798
1782661548.785,2.70272,0.21550,0.18798
1782661548.818,2.70272,0.21550,0.18798
1782661548.851,2.70272,0.21550,0.18798
1782661548.885,2.70272,0.21550,0.18798
1782661548.918,2.70272,0.21550,0.18798
1782661548.951,2.70272,0.21550,0.18798
1782661548.985,2.70272,0.21550,0.18798
1782661549.018,2.70272,0.21550,0.18798
1782661549.051,2.70272,0.21550,0.18798
1782661549.085,2.70272,0.21550,0.18798
1782661549.118,2.70272,0.21550,0.18798
1782661549.151,2.70272,0.21550,0.18798
1782661549.185,2.70272,0.21550,0.18798
1782661549.251,2.70272,0.21550,0.18798
1782661549.318,2.70272,0.21550,0.18798
1782661549.351,2.70272,0.21550,0.18798
1782661549.385,2.70272,0.21550,0.18798
1782661549.451,2.70272,0.21550,0.18798
1782661549.485,2.70272,0.21550,0.18798
1782661549.518,2.70272,0.21550,0.18798
1782661549.551,2.70272,0.21550,0.18798
1782661549.585,2.70103,0.21579,0.18844
1782661549.651,2.70312,0.21627,0.18877
1782661549.685,2.70312,0.21627,0.18877
1782661549.718,2.70312,0.21627,0.18877
1782661549.751,2.70312,0.21627,0.18877
1782661549.785,2.70312,0.21627,0.18877
1782661549.818,2.70312,0.21627,0.18877
1782661549.851,2.70312,0.21627,0.18877
1782661549.885,2.70312,0.21627,0.18877
1782661549.918,2.70312,0.21627,0.18877
1782661549.951,2.70312,0.21627,0.18877
1782661549.985,2.70312,0.21627,0.18877
1782661550.018,2.70312,0.21627,0.18877
1782661550.051,2.70312,0.21627,0.18877
1782661550.085,2.70312,0.21627,0.18877
1782661550.118,2.70312,0.21627,0.18877
1782661550.151,2.70312,0.21627,0.18877
1782661550.185,2.70312,0.21627,0.18877
1782661550.218,2.70312,0.21627,0.18877
1782661550.251,2.70312,0.21627,0.18877
1782661550.285,2.70312,0.21627,0.18877
1782661550.318,2.70312,0.21627,0.18877
1782661550.351,2.70312,0.21627,0.18877
1782661550.385,2.70312,0.21627,0.18877
1782661550.418,2.70312,0.21627,0.18877
1782661550.451,2.70312,0.21627,0.18877
1782661550.585,2.70312,0.21627,0.18877
1782661550.618,2.70312,0.21627,0.18877
1782661550.651,2.70312,0.21627,0.18877
1782661550.685,2.70312,0.21627,0.18877
1782661550.718,2.70312,0.21627,0.18877
1782661550.785,2.70312,0.21627,0.18877
1782661550.818,2.70312,0.21627,0.18877
1782661550.851,2.70312,0.21627,0.18877
1782661550.885,2.70312,0.21627,0.18877
1782661550.918,2.70312,0.21627,0.18877
1782661550.951,2.70312,0.21627,0.18877
1782661550.985,2.70312,0.21627,0.18877
